"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Côte d'Ivoire","CIV","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.507","5.414","","","3.312","2.239","","4.149","","","2.228","",
"Camerún","CMR","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.207","","","","","","","2.576","","","","","","","4.434","","",
"Congo, República Democrática del","COD","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.684","","","","","","","2.068","","","","","","","","1.635","","","",
"Congo, República del","COG","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","","","","18.941","","","","","","","","","","","","","","",
"Colombia","COL","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.713","12.907","12.339","10.311","","8.475","8.62","9.657","9.113","8.096","8.029","7.151","6.9","6.62","6.528","6.625","6.716","7.955","","10.687","9.946","8.805",
"Comoras","COM","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.226","","","","","","","","","","9.305","","","","","","","4.636","","",
"Cabo Verde","CPV","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.828","","","","","","32.969","","9.71","9.25","10.42","","","","",
"Costa Rica","CRI","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86","6.17","8.15","7.16","6.1","7.18","7.51","7.88","7.02","7.29","6.72","5.29","6.01","","9.095","11.047","10.085","9.567","9.563","8.969","9.283","8.481","9.585","11.838","18.182","16.15","10.988","7.768",
"Estados pequeos del Caribe","CSS","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58","2.31","2.24","2.3","2.97","","","","","","","","","","","","","",
"Curacao","CUW","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.88","","25.41","","","",
"Islas Caimán","CYM","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.86","7.14","7.55","7.6","5.72","","","","","","","","",
"Chipre","CYP","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.728","5.887","5.201","3.918","5.192","6.171","6.449","4.911","4.871","5.05","6.356","7.173","7.573","14.101","20.009","19.967","18.714","15.498","13.804","9.725","7.59","7.181","7.892","7.737","5.854",
"República Checa","CZE","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.22","13.48","16.039","20.847","23.318","23.324","20.667","22.466","26.103","26.709","24.455","20.057","19.034","24.108","25.016","24.249","28.51","25.654","22.092","22.692","20.466","12.992","10.637","10.696","10.4","12.861","12.477","4.011",
"Alemania","DEU","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.995","11.175","13.381","12.736","13.327","14.995","14.93","13.89","12.527","11.549","13.338","15.726","17.622","19.034","19.327","17.52","15.448","16.262","15.113","13.433","12.148","12.097","11.573","11.166","10.1","9.615","8.852","7.947","9.439","7.686","6.788","6.322",
"Djibouti","DJI","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.827","","","","","","",
"Dominica","DMA","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dinamarca","DNK","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.064","13.005","10.428","10.205","10.443","8.322","7.464","7.74","6.234","6.131","6.917","8.453","7.36","7.388","6.449","5.619","6.083","10.038","11.983","12.371","12.643","12.234","11.373","10.42","9.177","9.674","8.612","8.403","9.384","8.46","7.635","8.746",
"República Dominicana","DOM","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.505","8.309","7.733","7.75","6.574","7.126","5.973","5.762","4.717","5.843","5.898","6.452","7.497","7.678","6.118","7.159","6.482","4.899","4.861","4.766","4.08","5.952","4.463","4.471",
"Argelia","DZA","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.62","","","","","","","","","","","","","10.93","","","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52741104491685","","","","","","","","","","","","","","","","","","","","","","","",
"inicial del dividendo demográfico","EAR","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.651806674356","","","","","6.5753053687863","","4.52985649747567","","","","","","8.65732075828132","8.85456838253544","9.59110573180242","9.4811152834112","9.22343238409036","9.62242807582236",
"Asia oriental y el Pacífico","EAS","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68620032844488","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.688128827396","12.4162554585493","12.588345302382","13.6537088479433","12.915381578589","11.4314601329743","8.71223786470332","10.8014739163385","12.2038496712879","12.5743012174675","11.5201614141508","","",
"Europa y Asia central","ECS","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.233706524051","","","","14.5552787692149","14.7434472724226","15.4604502147873","15.59871154629","14.8675356316953","13.291202824927","13.324541260267","16.2333017262852","17.0273799801478","16.8455363463347","18.0988645755454","18.8261202416722","18.2087153402843","16.812897639957","15.528096971268","13.6621429010814","13.255604481315","12.8408195626704","13.2584429852413","13.0387289311967","11.7530561985711","11.1572553811456",
"Ecuador","ECU","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09","3.2","3.97","5.705","5.166","3.734","3.374","2.353","3.07","3.665","3.181","2.43","2.118","2.071","2.328","2.455","3.011","2.331","2.018","2.078","","2.619","1.985","1.912",
"Egipto, República Árabe de","EGY","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.979","3.857","2.943","8.619","9.888","9.89","11.542","8.968","8.614","6.873","4.113","4.903","6.045","4.885","4.705","4.313",
"Zona del Euro","EMU","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2313692583115","16.8058499282603","16.0697406165934","16.0297729091043","16.6886781311242","15.4944515383861","14.5807188998927","14.3744902070132","13.1467732327086","13.5253285074264","14.0268497360073","14.7478067487376","14.9057835289836","14.3844889458902","13.084171531101","12.9549045451752","17.2730297937376","18.7736424526519","19.481823045937","22.0504298479726","23.1339789334573","22.1789334193925","20.7349340993973","19.3876597567443","17.744638744053","16.1862247846816","15.0762467125431","15.1100584611777","15.1048258190203","13.5447540254333","13.0417591134481",
"Eritrea","ERI","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"España","ESP","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.67","23.502","25.43","23.658","23.607","22.036","19.9","16.302","15.224","11.625","12.433","12.859","12.891","11.04","10.261","10.586","15.071","24.522","26.944","28.83","33.457","35.16","33.051","30.685","27.62","24.445","21.962","20.016","21.01","20.971","18.629","17.649",
"Estonia","EST","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.34","","16.144","15.969","20.33","25.407","20.077","23.186","20.812","19.412","14.492","12.662","10.93","11.964","27.775","30.005","25.486","22.863","14.572","12.79","12.286","12.887","10.769","10.536","9.644","13.567","14.234","12.007","12.909",
"Etiopía","ETH","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","","","","","","3.971","","","","","","","","3.197","","","","","","","","4.539","","",
"Unión Europea","EUU","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5286100956359","15.3731316748076","15.2413573325415","15.920050739972","14.8635865958129","14.5483351724673","15.0803361443593","15.5803570119334","16.1031434251564","16.28500880748","16.7256692859976","16.7202365754909","15.4062549063862","13.3031598616454","12.8516658070196","16.9133720194903","18.4687041190745","19.1954113721566","21.5430621780581","22.467217098132","21.4288045476219","19.6179034567386","18.3159400749095","16.7585025839593","15.3214565679716","14.3809567488926","14.6025529417698","14.8720628244221","13.4281679121278","12.9623947917753",
"Frágiles y situaciones de conflicto afectados","FCS","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlandia","FIN","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.917","22.007","21.819","18.978","19.039","18.66","17.484","18.829","18.345","19.392","18.14","18.294","12.429","12.211","14.678","14.994","15.99","16.384","17.082","17.812","16.447","17.372","16.03","17.098","15.371","19.279","15.986","13.542","15.818",
"Fiji","FJI","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.363","","","","","","2.837","","","3.63","","2.575","","","","","","","",
"Francia","FRA","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.826","16.512","15.758","16.222","16.907","16.445","16.954","15.3","13.168","12.946","11.57","12.378","12.766","12.995","12.114","11.59","14.157","15.154","15.013","15.957","16.285","17.256","17.489","17.814","16.934","15.93","15.438","14.005","14.444","13.118","13.243",
"Islas Feroe","FRO","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.605","","","","","","","","","",
"Gabón","GAB","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Reino Unido","GBR","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.021","12.72","12.385","10.994","10.629","9.235","35.26","9.333","8.744","7.665","8.074","7.44","7.533","6.638","6.852","7.025","8.206","10.69","11.822","12.051","12.144","11.832","9.774","8.399","7.409","6.702","6.162","5.272","6.445","7.486","6.488","6.685",
