Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness_Rank 2015,Happiness_Rank 2016,Happiness_Rank 2017,Happiness_Rank 2018,Happiness_Rank 2019,Happiness_Score 2015,Happiness_Score 2016,Happiness_Score 2017,Happiness_Score 2018,Happiness_Score 2019,Standard_Error 2015,Standard_Error 2016,Standard_Error 2017,Standard_Error 2018,Standard_Error 2019,Economy_(GDP_per_Capita) 2015,Economy_(GDP_per_Capita) 2016,Economy_(GDP_per_Capita) 2017,Economy_(GDP_per_Capita) 2018,Economy_(GDP_per_Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health_(Life_Expectancy) 2015,Health_(Life_Expectancy) 2016,Health_(Life_Expectancy) 2017,Health_(Life_Expectancy) 2018,Health_(Life_Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust_(Government_Corruption) 2015,Trust_(Government_Corruption) 2016,Trust_(Government_Corruption) 2017,Trust_(Government_Corruption) 2018,Trust_(Government_Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia_Residual 2015,Dystopia_Residual 2016,Dystopia_Residual 2017,Dystopia_Residual 2018,Dystopia_Residual 2019,Lower_Confidence_Interval 2015,Lower_Confidence_Interval 2016,Lower_Confidence_Interval 2017,Lower_Confidence_Interval 2018,Lower_Confidence_Interval 2019,Upper_Confidence_Interval 2015,Upper_Confidence_Interval 2016,Upper_Confidence_Interval 2017,Upper_Confidence_Interval 2018,Upper_Confidence_Interval 2019,Whisker_high 2015,Whisker_high 2016,Whisker_high 2017,Whisker_high 2018,Whisker_high 2019,Whisker_low 2015,Whisker_low 2016,Whisker_low 2017,Whisker_low 2018,Whisker_low 2019,Overall_rank 2015,Overall_rank 2016,Overall_rank 2017,Overall_rank 2018,Overall_rank 2019
Afganistán,Southern Asia,Southern Asia,,,,153.0,154.0,141.0,,,3.575,3.36,3.79399991035461,3.632,3.203,0.03084,,,,,0.31982,0.38227,0.401477217674255,0.332,0.35,0.30285,0.11037,0.581543326377869,0.537,0.517,0.30335,0.17344,0.180746778845787,0.255,0.361,0.23414,0.1643,0.106179520487785,0.085,0.0,0.09719,0.07112,0.0611578300595284,0.036,0.025,0.3651,0.31268,0.311870932579041,0.191,0.158,1.9521,2.14558,2.15080118179321,,,,3.288,,,,,3.432,,,,,,3.87366141527891,,,,,3.71433840543032,,,,,,145.0,154.0
Albania,Central and Eastern Europe,Central and Eastern Europe,,,,95.0,109.0,109.0,,,4.959,4.655,4.64400005340576,4.586,4.719,0.05013,,,,,0.87867,0.9553,0.996192753314972,0.916,0.947,0.80434,0.50163,0.803685247898102,0.817,0.848,0.81325,0.73007,0.731159746646881,0.79,0.874,0.35733,0.31866,0.381498634815216,0.419,0.383,0.06413,0.05301,0.0398642159998417,0.032,0.027,0.14272,0.1684,0.201312944293022,0.149,0.178,1.89894,1.92816,1.49044156074524,,,,4.546,,,,,4.764,,,,,,4.75246400639415,,,,,4.53553610041738,,,,,,112.0,107.0
Alemania,Western Europe,Western Europe,,,,26.0,16.0,16.0,,,6.75,6.994,6.95100021362305,6.965,6.985,0.01848,,,,,1.32792,1.44787,1.48792338371277,1.34,1.373,1.29937,1.09774,1.47252035140991,1.474,1.454,0.89186,0.81487,0.798950731754303,0.861,0.987,0.61477,0.53466,0.562511384487152,0.586,0.495,0.21843,0.28551,0.276731938123703,0.28,0.265,0.28214,0.30452,0.336269170045853,0.273,0.261,2.11569,2.50931,2.01576995849609,,,,6.93,,,,,7.058,,,,,,7.00538156926632,,,,,6.89661885797977,,,,,,15.0,17.0
Angola,Sub-Saharan Africa,Sub-Saharan Africa,,,,137.0,141.0,140.0,,,4.033,3.866,3.79500007629395,3.795,,0.04758,,,,,0.75778,0.84731,0.858428180217743,0.73,,0.8604,0.66366,1.10441195964813,1.125,,0.16683,0.04991,0.0498686656355858,0.269,,0.10384,0.00589,0.0,0.0,,0.07122,0.08434,0.0697203353047371,0.061,,0.12344,0.12071,0.097926490008831,0.079,,1.94939,2.09459,1.61448240280151,,,,3.753,,,,,3.979,,,,,,3.95164193540812,,,,,3.63835821717978,,,,,,142.0,
Arabia Saudita,Middle East and Northern Africa,Middle East and Northern Africa,,,,35.0,34.0,37.0,,,6.411,6.379,6.3439998626709,6.371,6.375,0.04633,,,,,1.39541,1.48953,1.53062355518341,1.379,1.403,1.08393,0.84829,1.28667759895325,1.331,1.357,0.72025,0.59267,0.590148329734802,0.633,0.795,0.31048,0.37904,0.449750572443008,0.509,0.439,0.32524,0.30008,0.27343225479126,0.127,0.132,0.13706,0.15457,0.147616013884544,0.098,0.08,2.43872,2.61482,2.0654296875,,,,6.287,,,,,6.471,,,,,,6.44416661202908,,,,,6.24383311331272,,,,,,33.0,28.0
Argelia,Middle East and Northern Africa,Middle East and Northern Africa,,,,68.0,38.0,53.0,,,5.605,6.355,5.87200021743774,5.295,5.211,0.05099,,,,,0.93929,1.05266,1.09186446666718,0.979,1.002,1.07772,0.83309,1.1462174654007,1.154,1.16,0.61766,0.61804,0.617584645748138,0.687,0.785,0.28579,0.21006,0.233335807919502,0.077,0.086,0.17383,0.16157,0.146096110343933,0.135,0.114,0.07822,0.07044,0.0694366469979286,0.055,0.073,2.43209,3.40904,2.56760382652283,,,,6.227,,,,,6.483,,,,,,5.97828643366694,,,,,5.76571400120854,,,,,,84.0,88.0
Argentina,Latin America and Caribbean,Latin America and Caribbean,,,,30.0,26.0,24.0,,,6.574,6.65,6.59899997711182,6.388,6.086,0.04612,,,,,1.05351,1.15137,1.18529546260834,1.073,1.092,1.24823,1.06612,1.44045114517212,1.468,1.432,0.78723,0.69711,0.695137083530426,0.744,0.881,0.44974,0.42284,0.494519203901291,0.57,0.471,0.08484,0.07296,0.059739887714386,0.054,0.05,0.11451,0.10989,0.109457060694695,0.062,0.066,2.836,3.12985,2.61400532722473,,,,6.56,,,,,6.74,,,,,,6.69008508607745,,,,,6.50791486814618,,,,,,29.0,47.0
Armenia,Central and Eastern Europe,Central and Eastern Europe,,,,127.0,121.0,121.0,,,4.35,4.36,4.37599992752075,4.321,4.559,0.04763,,,,,0.76821,0.86086,0.900596737861633,0.816,0.85,0.77711,0.62477,1.00748372077942,0.99,1.055,0.7299,0.64083,0.637524425983429,0.666,0.815,0.19847,0.14037,0.198303267359734,0.26,0.283,0.039,0.03616,0.0266744215041399,0.028,0.064,0.07855,0.07793,0.0834880918264389,0.077,0.095,1.75873,1.97864,1.5214991569519,,,,4.266,,,,,4.454,,,,,,4.46673461228609,,,,,4.28526524275541,,,,,,129.0,116.0
Australia,Australia and New Zealand,Australia and New Zealand,,,,10.0,9.0,10.0,,,7.284,7.313,7.28399991989136,7.272,7.228,0.04083,,,,,1.33358,1.44443,1.484414935112,1.34,1.372,1.30923,1.10476,1.51004195213318,1.573,1.548,0.93156,0.8512,0.84388679265976,0.91,1.036,0.65124,0.56837,0.601607382297516,0.647,0.557,0.35637,0.32331,0.301183730363846,0.302,0.29,0.43562,0.47407,0.477699249982834,0.361,0.332,2.26646,2.5465,2.06521081924438,,,,7.241,,,,,7.385,,,,,,7.35665122494102,,,,,7.2113486148417,,,,,,10.0,11.0
Austria,Western Europe,Western Europe,,,,13.0,12.0,13.0,,,7.2,7.119,7.00600004196167,7.139,7.246,0.03751,,,,,1.33723,1.45038,1.48709726333618,1.341,1.376,1.29704,1.08383,1.4599449634552,1.504,1.475,0.89042,0.80565,0.815328419208527,0.891,1.016,0.62433,0.54355,0.567766189575195,0.617,0.532,0.18676,0.21348,0.221060365438461,0.224,0.226,0.33088,0.32865,0.316472321748734,0.242,0.244,2.5332,2.69343,2.1385064125061,,,,7.045,,,,,7.193,,,,,,7.07066981211305,,,,,6.94133027181029,,,,,,12.0,10.0
Azerbaiyán,Central and Eastern Europe,Central and Eastern Europe,,,,80.0,81.0,85.0,,,5.212,5.291,5.23400020599365,5.201,5.208,0.03363,,,,,1.02389,1.12373,1.15360176563263,1.024,1.043,0.93793,0.76042,1.15240025520325,1.161,1.147,0.64045,0.54504,0.540775775909424,0.603,0.769,0.3703,0.35327,0.398155838251114,0.43,0.351,0.16065,0.17914,0.180987507104874,0.176,0.182,0.07799,0.0564,0.0452693402767181,0.031,0.035,2.00073,2.2735,1.76248168945312,,,,5.226,,,,,5.356,,,,,,5.29928653523326,,,,,5.16871387675405,,,,,,87.0,90.0
Bahrain,Middle East and Northern Africa,Middle East and Northern Africa,,,,49.0,42.0,41.0,,,5.96,6.218,6.08699989318848,6.105,6.199,0.05412,,,,,1.32376,1.44024,1.48841226100922,1.338,1.362,1.21624,0.94397,1.32311046123505,1.366,1.368,0.74716,0.65696,0.653133034706116,0.698,0.871,0.45492,0.47375,0.536746919155121,0.594,0.536,0.306,0.25772,0.257042169570923,0.123,0.11,0.17362,0.17147,0.172668486833572,0.243,0.255,1.73797,2.27405,1.65614938735962,,,,6.128,,,,,6.308,,,,,,6.17898906782269,,,,,5.99501071855426,,,,,,43.0,37.0
Bangladés,Southern Asia,Southern Asia,,,,109.0,110.0,110.0,,,4.694,4.643,4.60799980163574,4.5,4.456,0.03077,,,,,0.39753,0.54177,0.586682975292206,0.532,0.562,0.43106,0.24749,0.735131740570068,0.85,0.928,0.60164,0.52989,0.533241033554077,0.579,0.723,0.4082,0.39778,0.478356659412384,0.58,0.527,0.12569,0.12583,0.123717859387398,0.144,0.143,0.21222,0.19132,0.172255352139473,0.153,0.166,2.51767,2.60904,1.97873616218567,,,,4.56,,,,,4.726,,,,,,4.68982165828347,,,,,4.52617794498801,,,,,,115.0,125.0
Belarus,Central and Eastern Europe,Central and Eastern Europe,,,,59.0,61.0,67.0,,,5.813,5.802,5.56899976730347,5.483,5.323,0.03938,,,,,1.03192,1.13062,1.15655755996704,1.039,1.067,1.23289,1.04993,1.44494521617889,1.498,1.465,0.73608,0.63104,0.637714266777039,0.7,0.789,0.37938,0.29091,0.295400261878967,0.307,0.235,0.1909,0.17457,0.156313821673393,0.154,0.142,0.11046,0.13942,0.15513750910759,0.101,0.094,2.1309,2.38582,1.72323298454285,,,,5.723,,,,,5.881,,,,,,5.64611424401402,,,,,5.49188529059291,,,,,,73.0,81.0
Belize,,Latin America and Caribbean,,,,,52.0,50.0,,,,5.956,5.95599985122681,5.956,,,,,,,,0.87616,0.907975316047668,0.807,,,0.68655,1.08141779899597,1.101,,,0.45569,0.450191766023636,0.474,,,0.51231,0.547509372234344,0.593,,,0.10771,0.0965810716152191,0.089,,,0.23684,0.240015640854836,0.183,,,3.08039,2.63195562362671,,,,5.71,,,,,6.202,,,,,,6.19724231779575,,,,,5.71475738465786,,,,,,49.0,
Benín,Sub-Saharan Africa,Sub-Saharan Africa,,,,155.0,153.0,143.0,,,3.34,3.484,3.65700006484985,4.141,4.883,0.03656,,,,,0.28665,0.39499,0.431085407733917,0.378,0.393,0.35386,0.10419,0.435299843549728,0.372,0.437,0.3191,0.21028,0.209930211305618,0.24,0.397,0.4845,0.39747,0.425962775945663,0.44,0.349,0.0801,0.06681,0.0609290152788162,0.067,0.082,0.1826,0.2018,0.207948461174965,0.163,0.175,1.63328,2.10812,1.88563096523285,,,,3.404,,,,,3.564,,,,,,3.74578355133533,,,,,3.56821657836437,,,,,,136.0,102.0
Bhutan,Southern Asia,Southern Asia,,,,79.0,84.0,97.0,,,5.253,5.196,5.01100015640259,5.082,5.082,0.03225,,,,,0.77042,0.8527,0.885416388511658,0.796,0.813,1.10395,0.90836,1.34012651443481,1.335,1.321,0.57407,0.49759,0.495879292488098,0.527,0.604,0.53206,0.46074,0.501537680625916,0.541,0.457,0.15445,0.1616,0.173380389809608,0.171,0.167,0.47998,0.48546,0.474054545164108,0.364,0.37,1.63794,1.82916,1.14018440246582,,,,5.138,,,,,5.254,,,,,,5.07933456212282,,,,,4.94266575068235,,,,,,97.0,95.0
Birmania,Southeastern Asia,Southeastern Asia,,,,129.0,119.0,114.0,,,4.307,4.395,4.54500007629395,4.308,4.36,0.04351,,,,,0.27108,0.34112,0.367110550403595,0.682,0.71,0.70905,0.69981,1.12323594093323,1.174,1.181,0.48246,0.3988,0.397522568702698,0.429,0.555,0.44017,0.42692,0.514492034912109,0.58,0.525,0.19034,0.20243,0.188816204667091,0.178,0.172,0.79588,0.81971,0.838075160980225,0.598,0.566,1.41805,1.50655,1.11529040336609,,,,4.327,,,,,4.463,,,,,,4.61473994642496,,,,,4.47526020616293,,,,,,130.0,131.0
Bolivia,Latin America and Caribbean,Latin America and Caribbean,,,,51.0,59.0,58.0,,,5.89,5.822,5.82299995422363,5.752,5.779,0.05642,,,,,0.68133,0.79422,0.833756566047668,0.751,0.776,0.97841,0.83779,1.22761905193329,1.223,1.209,0.5392,0.4697,0.473630249500275,0.508,0.706,0.57414,0.50961,0.558732926845551,0.606,0.511,0.088,0.07746,0.0604777261614799,0.054,0.064,0.20536,0.21698,0.22556072473526,0.141,0.137,2.82334,2.91635,2.44327902793884,,,,5.74,,,,,5.904,,,,,,5.9039769025147,,,,,5.74202300593257,,,,,,62.0,61.0
Bosnia y Herzegovina,Central and Eastern Europe,Central and Eastern Europe,,,,96.0,87.0,90.0,,,4.949,5.163,5.18200016021729,5.129,5.386,0.06913,,,,,0.83223,0.93383,0.982409417629242,0.915,0.945,0.91916,0.64367,1.0693359375,1.078,1.212,0.79081,0.70766,0.705186307430267,0.758,0.845,0.09245,0.09511,0.204403176903725,0.28,0.212,0.00227,0.0,0.0,0.0,0.006,0.24808,0.29889,0.328867495059967,0.216,0.263,2.06367,2.48406,1.89217257499695,,,,5.063,,,,,5.263,,,,,,5.27633568674326,,,,,5.08766463369131,,,,,,93.0,78.0
Botsuana,Sub-Saharan Africa,Sub-Saharan Africa,,,,128.0,137.0,142.0,,,4.332,3.974,3.76600003242493,3.59,3.488,0.04934,,,,,0.99355,1.09426,1.12209415435791,1.017,1.041,1.10464,0.89186,1.22155499458313,1.174,1.145,0.04776,0.34752,0.341755509376526,0.417,0.538,0.49495,0.44089,0.505196332931519,0.557,0.455,0.12474,0.10769,0.0985831990838051,0.092,0.1,0.10461,0.12425,0.0993484482169151,0.042,0.025,1.46181,0.96741,0.3779137134552,,,,3.875,,,,,4.073,,,,,,3.87412266626954,,,,,3.65787739858031,,,,,,146.0,148.0
Brasil,Latin America and Caribbean,Latin America and Caribbean,,,,16.0,17.0,22.0,,,6.983,6.952,6.63500022888184,6.419,6.3,0.04076,,,,,0.98124,1.08754,1.10735321044922,0.986,1.004,1.23287,1.03938,1.43130600452423,1.474,1.439,0.69702,0.61415,0.616552352905273,0.675,0.802,0.49049,0.40425,0.437453746795654,0.493,0.39,0.17521,0.14166,0.111092761158943,0.088,0.086,0.14574,0.15776,0.16234989464283,0.11,0.099,3.26001,3.50733,2.76926708221436,,,,6.875,,,,,7.029,,,,,,6.72546950161457,,,,,6.5445309561491,,,,,,28.0,32.0
Bulgaria,Central and Eastern Europe,Central and Eastern Europe,,,,134.0,129.0,105.0,,,4.218,4.217,4.71400022506714,4.933,5.011,0.04828,,,,,1.01216,1.11306,1.1614590883255,1.054,1.092,1.10614,0.92542,1.43437945842743,1.515,1.513,0.76649,0.67806,0.708217680454254,0.712,0.815,0.30587,0.21219,0.289231717586517,0.359,0.311,0.00872,0.00615,0.0110515309497714,0.009,0.004,0.11921,0.12793,0.113177694380283,0.064,0.081,0.89991,1.15377,0.996139287948608,,,,4.104,,,,,4.33,,,,,,4.80369470641017,,,,,4.62430574372411,,,,,,100.0,97.0
Burkina Faso,Sub-Saharan Africa,Sub-Saharan Africa,,,,152.0,145.0,134.0,,,3.587,3.739,4.03200006484985,4.424,4.587,0.04324,,,,,0.25812,0.31995,0.3502277135849,0.314,0.331,0.85188,0.63054,1.04328000545502,1.097,1.056,0.27125,0.21297,0.215844258666039,0.254,0.38,0.39493,0.3337,0.324367851018906,0.312,0.255,0.12832,0.12533,0.120328105986118,0.128,0.113,0.21747,0.24353,0.250864684581757,0.175,0.177,1.46494,1.87319,1.72721290588379,,,,3.647,,,,,3.831,,,,,,4.12405906438828,,,,,3.93994106531143,,,,,,121.0,115.0
Burundi,Sub-Saharan Africa,Sub-Saharan Africa,,,,157.0,157.0,154.0,,,2.905,2.905,2.90499997138977,2.905,3.775,0.08658,,,,,0.0153,0.06831,0.091622568666935,0.091,0.046,0.41587,0.23442,0.629793584346771,0.627,0.447,0.22396,0.15747,0.151610791683197,0.145,0.38,0.1185,0.0432,0.0599007532000542,0.065,0.22,0.10062,0.09419,0.0841479450464249,0.076,0.18,0.19727,0.2029,0.204435184597969,0.149,0.176,1.83302,2.10404,1.68302416801453,,,,2.732,,,,,3.078,,,,,,3.07469033300877,,,,,2.73530960977077,,,,,,156.0,145.0
Bélgica,Western Europe,Western Europe,,,,19.0,18.0,17.0,,,6.937,6.929,6.89099979400635,6.927,6.923,0.03595,,,,,1.30782,1.42539,1.46378076076508,1.324,1.356,1.28566,1.05249,1.46231269836426,1.483,1.504,0.89667,0.81959,0.818091869354248,0.894,0.986,0.5845,0.51354,0.539770722389221,0.583,0.473,0.2254,0.26248,0.251343131065369,0.24,0.21,0.2225,0.2424,0.231503337621689,0.188,0.16,2.41484,2.61355,2.12421035766602,,,,6.861,,,,,6.997,,,,,,6.95582075044513,,,,,6.82617883756757,,,,,,16.0,18.0
Camboya,Southeastern Asia,Southeastern Asia,,,,145.0,140.0,129.0,,,3.819,3.907,4.16800022125244,4.433,4.7,0.05069,,,,,0.46038,0.55604,0.601765096187592,0.549,0.574,0.62736,0.5375,1.00623834133148,1.088,1.122,0.61114,0.42494,0.429783403873444,0.457,0.637,0.66246,0.58852,0.633375823497772,0.696,0.609,0.07247,0.08092,0.0681059509515762,0.065,0.062,0.40359,0.40339,0.385922968387604,0.256,0.232,0.98195,1.31573,1.04294109344482,,,,3.798,,,,,4.016,,,,,,4.27851781353354,,,,,4.05748262897134,,,,,,120.0,109.0
Camerún,Sub-Saharan Africa,Sub-Saharan Africa,,,,133.0,114.0,107.0,,,4.252,4.513,4.69500017166138,4.975,5.044,0.04678,,,,,0.4225,0.52497,0.564305365085602,0.535,0.549,0.88767,0.62542,0.946018218994141,0.891,0.91,0.23402,0.12698,0.132892116904259,0.182,0.331,0.49309,0.42736,0.430388748645782,0.454,0.381,0.05786,0.06126,0.0513066314160824,0.043,0.037,0.20618,0.2268,0.236298456788063,0.183,0.187,1.95071,2.5198,2.3336455821991,,,,4.417,,,,,4.609,,,,,,4.79654085725546,,,,,4.5934594860673,,,,,,99.0,96.0
Canadá,North America,North America,,,,5.0,6.0,7.0,,,7.427,7.404,7.31599998474121,7.328,7.278,0.03553,,,,,1.32629,1.44015,1.47920441627502,1.33,1.365,1.32261,1.0961,1.48134899139404,1.532,1.505,0.90563,0.8276,0.83455765247345,0.896,1.039,0.63297,0.5737,0.611100912094116,0.653,0.584,0.32957,0.31329,0.287371516227722,0.291,0.308,0.45811,0.44834,0.435539722442627,0.321,0.285,2.45176,2.70485,2.18726444244385,,,,7.335,,,,,7.473,,,,,,7.38440283536911,,,,,7.24759713411331,,,,,,7.0,9.0
Catar,Middle East and Northern Africa,Middle East and Northern Africa,,,,28.0,36.0,35.0,,,6.611,6.375,6.375,6.374,6.374,0.06257,,,,,1.69042,1.82427,1.87076568603516,1.649,1.684,1.0786,0.87964,1.27429687976837,1.303,1.313,0.79733,0.71723,0.710098087787628,0.748,0.871,0.6404,0.56679,0.604130983352661,0.654,0.555,0.52208,0.48049,0.439299255609512,0.171,0.167,0.32573,0.32388,0.330473870038986,0.256,0.22,1.55674,1.58224,1.1454644203186,,,,6.178,,,,,6.572,,,,,,6.56847681432962,,,,,6.18152318567038,,,,,,32.0,29.0
Chad,Sub-Saharan Africa,Sub-Saharan Africa,,,,149.0,144.0,137.0,,,3.667,3.763,3.93600010871887,4.301,4.35,0.0383,,,,,0.34193,0.42214,0.438012987375259,0.358,0.35,0.76062,0.63178,0.953855872154236,0.907,0.766,0.1501,0.03824,0.0411347150802612,0.053,0.192,0.23501,0.12807,0.16234202682972,0.189,0.174,0.05269,0.04952,0.0535818822681904,0.06,0.078,0.18386,0.18667,0.216113850474358,0.181,0.198,1.94296,2.30637,2.07123804092407,,,,3.672,,,,,3.854,,,,,,4.0347115239501,,,,,3.83728869348764,,,,,,131.0,132.0
Chile,Latin America and Caribbean,Latin America and Caribbean,,,,27.0,24.0,20.0,,,6.67,6.705,6.65199995040894,6.476,6.444,0.058,,,,,1.10715,1.2167,1.25278460979462,1.131,1.159,1.12447,0.90587,1.28402495384216,1.331,1.369,0.85857,0.81883,0.819479703903198,0.808,0.92,0.44132,0.37789,0.376895278692245,0.431,0.357,0.12869,0.11451,0.0822879821062088,0.061,0.056,0.33363,0.31595,0.326662421226501,0.197,0.187,2.67585,2.95505,2.50958585739136,,,,6.615,,,,,6.795,,,,,,6.73925056010485,,,,,6.56474934071302,,,,,,25.0,26.0
China,Eastern Asia,Eastern Asia,,,,84.0,83.0,79.0,,,5.14,5.245,5.27299976348877,5.246,5.191,0.02424,,,,,0.89012,1.0278,1.08116579055786,0.989,1.029,0.94675,0.79381,1.16083741188049,1.142,1.125,0.81658,0.73561,0.741415500640869,0.799,0.893,0.51697,0.44012,0.472787708044052,0.597,0.521,0.02781,0.02745,0.0227942746132612,0.103,0.1,0.08185,0.04959,0.0288068410009146,0.029,0.058,1.8604,2.17087,1.76493859291077,,,,5.199,,,,,5.291,,,,,,5.31927808977663,,,,,5.2267214372009,,,,,,86.0,93.0
Chipre,Western Europe,Western Europe,,,,67.0,69.0,65.0,,,5.689,5.546,5.62099981307983,5.762,6.046,0.0558,,,,,1.20813,1.31857,1.35593807697296,1.229,1.263,0.89318,0.70697,1.13136327266693,1.191,1.223,0.92356,0.8488,0.84471470117569,0.909,1.042,0.40672,0.29507,0.355111539363861,0.423,0.406,0.06146,0.05228,0.0412379764020443,0.035,0.041,0.30638,0.27906,0.271254301071167,0.202,0.19,1.88931,2.04497,1.62124919891357,,,,5.442,,,,,5.65,,,,,,5.71469269931316,,,,,5.5273069268465,,,,,,61.0,49.0
Colombia,Latin America and Caribbean,Latin America and Caribbean,,,,33.0,31.0,36.0,,,6.477,6.481,6.35699987411499,6.26,6.125,0.05051,,,,,0.91861,1.03032,1.07062232494354,0.96,0.985,1.24018,1.02169,1.4021829366684,1.439,1.41,0.69077,0.59659,0.595027923583984,0.635,0.841,0.53466,0.44735,0.477487415075302,0.531,0.47,0.0512,0.05399,0.0466687418520451,0.039,0.034,0.18401,0.15626,0.149014472961426,0.099,0.099,2.85737,3.17471,2.61606812477112,,,,6.384,,,,,6.578,,,,,,6.45202005416155,,,,,6.26197969406843,,,,,,37.0,43.0
Comoros,Sub-Saharan Africa,Sub-Saharan Africa,,,,140.0,138.0,,,,3.956,3.956,,,3.973,0.04797,,,,,0.23906,0.27509,,,0.274,0.79273,0.60323,,,0.757,0.36315,0.29981,,,0.505,0.22917,0.15412,,,0.142,0.199,0.18437,,,0.078,0.17441,0.1827,,,0.275,1.95812,2.25632,,,,,3.86,,,,,4.052,,,,,,,,,,,,,,,,,,142.0
Congo (Brazzaville),Sub-Saharan Africa,Sub-Saharan Africa,,,,139.0,127.0,124.0,,,3.989,4.236,4.29099988937378,4.559,4.812,0.06682,,,,,0.67866,0.77109,0.808964252471924,0.682,0.673,0.6629,0.47799,0.832044363021851,0.811,0.799,0.31051,0.28212,0.28995743393898,0.343,0.508,0.41466,0.37938,0.435025870800018,0.514,0.372,0.11686,0.09753,0.0796181336045265,0.077,0.093,0.12388,0.12077,0.120852127671242,0.091,0.105,1.68135,2.10681,1.72413563728333,,,,4.107,,,,,4.365,,,,,,4.41005350500345,,,,,4.17194627374411,,,,,,114.0,103.0
Congo (Kinshasa),Sub-Saharan Africa,Sub-Saharan Africa,,,,120.0,125.0,126.0,,,4.517,4.272,4.28000020980835,4.245,4.418,0.0368,,,,,0.0,0.05661,0.0921023488044739,0.069,0.094,1.0012,0.80676,1.22902345657349,1.136,1.125,0.09806,0.188,0.191407024860382,0.204,0.357,0.22605,0.15602,0.235961347818375,0.312,0.269,0.07625,0.06075,0.0602413564920425,0.052,0.053,0.24834,0.25458,0.246455833315849,0.197,0.212,2.86712,2.74924,2.22495865821838,,,,4.191,,,,,4.353,,,,,,4.35781083270907,,,,,4.20218958690763,,,,,,132.0,127.0
Corea del Sur,Eastern Asia,Eastern Asia,,,,47.0,57.0,55.0,,,5.984,5.835,5.83799982070923,5.875,5.895,0.04098,,,,,1.24461,1.35948,1.40167844295502,1.266,1.301,0.95774,0.72194,1.12827444076538,1.204,1.219,0.96538,0.88645,0.900214076042175,0.955,1.036,0.33208,0.25168,0.257921665906906,0.244,0.159,0.07857,0.07716,0.0632826685905457,0.051,0.056,0.18557,0.18824,0.206674367189407,0.175,0.175,2.21978,2.35015,1.88037800788879,,,,5.747,,,,,5.923,,,,,,5.92255902826786,,,,,5.7534406131506,,,,,,57.0,54.0
Costa Rica,Latin America and Caribbean,Latin America and Caribbean,,,,12.0,14.0,12.0,,,7.226,7.087,7.0789999961853,7.072,7.167,0.04454,,,,,0.95578,1.06879,1.10970628261566,1.01,1.034,1.23788,1.02152,1.41640365123749,1.459,1.441,0.86027,0.76146,0.759509265422821,0.817,0.963,0.63376,0.55225,0.580131649971008,0.632,0.558,0.10583,0.10547,0.100106589496136,0.101,0.093,0.25497,0.22553,0.214613229036331,0.143,0.144,3.17728,3.35168,2.89863920211792,,,,6.999,,,,,7.175,,,,,,7.16811166629195,,,,,6.98988832607865,,,,,,13.0,12.0
Costa de Marfil,Sub-Saharan Africa,Sub-Saharan Africa,,,,151.0,139.0,128.0,,,3.655,3.916,4.17999982833862,4.671,4.944,0.05141,,,,,0.46534,0.55507,0.603048920631409,0.541,0.569,0.77115,0.57576,0.904780030250549,0.872,0.808,0.15185,0.04476,0.0486421696841717,0.08,0.232,0.46866,0.40663,0.447706192731857,0.467,0.352,0.17922,0.1553,0.130061775445938,0.103,0.09,0.20165,0.20338,0.201237469911575,0.146,0.154,1.41723,1.97478,1.84496426582336,,,,3.826,,,,,4.006,,,,,,4.27518256321549,,,,,4.08481709346175,,,,,,107.0,99.0
Croacia,Central and Eastern Europe,Central and Eastern Europe,,,,62.0,74.0,77.0,,,5.759,5.488,5.29300022125244,5.321,5.432,0.04394,,,,,1.08254,1.18649,1.22255623340607,1.115,1.155,0.79624,0.60809,0.96798300743103,1.161,1.266,0.78805,0.70524,0.701288521289825,0.737,0.914,0.25883,0.23907,0.255772292613983,0.38,0.296,0.0243,0.04002,0.0431031100451946,0.039,0.022,0.05444,0.18434,0.248002976179123,0.12,0.119,2.75414,2.52462,1.85449242591858,,,,5.402,,,,,5.574,,,,,,5.39177720457315,,,,,5.19422323793173,,,,,,82.0,75.0
Dinamarca,Western Europe,Western Europe,,,,3.0,1.0,2.0,,,7.527,7.526,7.52199983596802,7.555,7.6,0.03328,,,,,1.32548,1.44178,1.48238301277161,1.351,1.383,1.36058,1.16374,1.55112159252167,1.59,1.573,0.87464,0.79504,0.792565524578094,0.868,0.996,0.64938,0.57941,0.626006722450256,0.683,0.592,0.48357,0.44453,0.40077006816864,0.408,0.41,0.34139,0.36171,0.355280488729477,0.284,0.252,2.49204,2.73939,2.31370735168457,,,,7.46,,,,,7.592,,,,,,7.58172806486487,,,,,7.46227160707116,,,,,,3.0,2.0
