Country Name,Region,Continent,Crecimiento PIB per cápita_2015,Crecimiento PIB per cápita_2016,Crecimiento PIB per cápita_2017,Crecimiento PIB per cápita_2018,Crecimiento PIB per cápita_2019,Crecimiento PIB per cápita_2020,Crecimiento PIB per cápita_2021,Crecimiento PIB per cápita_2022,Crecimiento PIB per cápita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,Desempleo total_2015,Desempleo total_2016,Desempleo total_2017,Desempleo total_2018,Desempleo total_2019,Desempleo total_2020,Desempleo total_2021,Desempleo total_2022,Desempleo total_2023,Empleadores total_2015,Empleadores total_2016,Empleadores total_2017,Empleadores total_2018,Empleadores total_2019,Empleadores total_2020,Empleadores total_2021,Empleadores total_2022,Empleadores total_2023,Empleados agricultura hombres_2015,Empleados agricultura hombres_2016,Empleados agricultura hombres_2017,Empleados agricultura hombres_2018,Empleados agricultura hombres_2019,Empleados agricultura hombres_2020,Empleados agricultura hombres_2021,Empleados agricultura hombres_2022,Empleados agricultura hombres_2023,Empleados agricultura mujeres_2015,Empleados agricultura mujeres_2016,Empleados agricultura mujeres_2017,Empleados agricultura mujeres_2018,Empleados agricultura mujeres_2019,Empleados agricultura mujeres_2020,Empleados agricultura mujeres_2021,Empleados agricultura mujeres_2022,Empleados agricultura mujeres_2023,Empleo vulnerable total_2015,Empleo vulnerable total_2016,Empleo vulnerable total_2017,Empleo vulnerable total_2018,Empleo vulnerable total_2019,Empleo vulnerable total_2020,Empleo vulnerable total_2021,Empleo vulnerable total_2022,Empleo vulnerable total_2023,Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Médicos (por cada 1.000 personas)_2015,Médicos (por cada 1.000 personas)_2016,Médicos (por cada 1.000 personas)_2017,Médicos (por cada 1.000 personas)_2018,Médicos (por cada 1.000 personas)_2019,Médicos (por cada 1.000 personas)_2020,Médicos (por cada 1.000 personas)_2021,Médicos (por cada 1.000 personas)_2022,Nuevas empresas registradas_2015,Nuevas empresas registradas_2016,Nuevas empresas registradas_2017,Nuevas empresas registradas_2018,Nuevas empresas registradas_2019,Nuevas empresas registradas_2020,Nuevas empresas registradas_2021,Nuevas empresas registradas_2022,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación básica_2015,Personas desempleadas educación básica_2016,Personas desempleadas educación básica_2017,Personas desempleadas educación básica_2018,Personas desempleadas educación básica_2019,Personas desempleadas educación básica_2020,Personas desempleadas educación básica_2021,Personas desempleadas educación básica_2022,Personas desempleadas educación básica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud (cada 1.000 personas)_2015,Trabajadores salud (cada 1.000 personas)_2016,Técnicos investigación y desarrollo_2015,Técnicos investigación y desarrollo_2016,Técnicos investigación y desarrollo_2017,Técnicos investigación y desarrollo_2018,Índice facilidad para hacer negocios_2019
Saint Kitts y Nevis,Caribbean,North America,0.698,3.959,0.274,2.095,2.954,-15.206,0.71,10.651,2.178,-0.186,-0.152,-0.104,-0.083,-0.041,-0.035,-0.021,0.159,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.866,,,3.034,,,,,210.0,126.0,146.0,262.0,106.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0
Samoa,Polynesia,Oceania,2.952,7.073,0.46,-1.647,3.357,-4.098,-7.876,-5.958,7.881,-0.366,-0.391,-0.298,-0.09,0.024,0.098,0.037,-0.024,0.034,7.246,6.703,6.303,5.814,5.295,5.122,4.564,3.506,3.45,11.664,12.977,14.502,13.319,12.069,11.309,10.07,7.801,7.678,,,9.4,,,,,5.048,,2.824,2.831,2.838,2.843,2.858,2.861,2.882,2.897,2.907,32.048,32.596,33.222,33.786,34.413,35.746,36.416,36.935,36.78,23.499,22.561,21.657,20.773,20.007,19.648,19.477,17.952,18.075,44.371,43.964,43.602,43.289,42.787,42.734,42.268,42.025,41.751,28.943,28.985,29.098,29.139,29.253,29.98,30.349,30.317,30.213,,0.326,,,,0.554,0.548,,129.0,110.0,138.0,126.0,125.0,82.0,53.0,86.0,,,6.312,,,,,3.181,,,,8.411,,,,,5.118,,,,12.25,,,,,7.331,,52.805,53.205,53.561,53.87,54.355,54.406,54.85,55.081,55.344,,,,,,,98.0
San Marino,Southern Europe,Europe,1.539,1.714,-1.888,-0.555,1.651,-6.935,15.62,9.487,,0.925,0.795,2.332,2.196,0.556,0.44,-1.375,-1.349,0.417,,,,,,,,,,,,,,,,,,,7.38,6.45,7.89,7.83,7.54,7.23,6.34,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,,,,,6.54,,,4.46,,,,,,4.12,,,8.33,,,,,,5.66,,,,,,,,,,,,,,,,,92.0
San Vicente y las Granadinas,Caribbean,North America,3.336,4.744,2.107,3.9,1.395,-3.143,1.425,7.995,6.773,0.263,0.227,0.15,0.095,0.068,0.175,0.126,0.011,0.073,20.604,20.49,20.472,20.458,20.743,22.422,22.028,20.926,19.993,16.949,16.865,16.852,16.842,17.056,18.056,17.94,17.268,16.567,,,,,,,,,,5.718,5.702,5.695,5.687,5.643,5.576,5.51,5.479,5.437,15.87,15.614,15.348,15.098,14.759,14.963,14.763,14.315,14.05,4.527,4.332,4.183,4.028,3.842,3.833,3.862,3.652,3.577,20.293,20.311,20.147,19.966,20.204,20.323,20.247,20.2,20.185,11.205,10.942,10.706,10.467,10.175,10.263,10.13,9.797,9.602,,,,,,,,,119.0,118.0,175.0,414.0,284.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.989,73.987,74.158,74.347,74.152,74.1,74.245,74.321,74.378,,,,,,,130.0
Santa Lucía,Caribbean,North America,-0.338,2.992,2.973,2.494,-1.061,-24.611,11.429,20.212,1.923,0.62,0.653,0.688,0.735,0.771,0.792,0.677,0.725,0.921,19.202,18.213,17.349,17.735,14.116,22.887,18.384,14.312,10.15,22.78,21.922,21.196,21.179,17.277,27.906,22.934,17.832,12.185,,,19.136,19.329,15.613,25.225,20.514,15.934,12.094,6.031,6.042,6.041,5.054,4.844,5.417,7.395,5.781,5.866,15.686,15.431,15.165,16.403,16.014,14.528,15.705,16.696,16.37,5.173,4.848,4.52,5.225,3.004,2.939,5.52,3.208,3.283,22.009,21.61,21.199,23.019,24.004,23.697,21.813,23.156,23.301,10.939,10.645,10.347,11.349,9.974,9.325,11.083,10.621,10.386,,,0.655,,,,,,367.0,332.0,322.0,350.0,308.0,244.0,,,,,14.56,7.872,9.56,16.259,13.422,7.82,6.297,,,27.797,25.433,21.27,31.964,29.244,19.774,15.413,,,21.859,27.004,16.117,32.817,,16.531,,71.96,72.348,72.761,71.927,71.152,70.888,70.792,71.063,70.831,,,,,,,93.0
Santo Tomé y Príncipe,Middle Africa,Africa,-0.247,3.422,2.463,2.781,0.482,0.717,-0.179,-1.754,-1.613,3.154,2.982,2.822,2.696,2.6,2.899,3.022,2.842,2.847,9.294,8.989,8.714,8.617,8.735,9.69,9.62,8.886,8.966,12.014,10.44,8.909,8.815,8.93,9.682,9.581,9.099,9.177,,,8.808,,,,,,,9.399,9.319,9.224,9.119,9.021,8.995,8.95,8.907,8.846,13.608,13.647,12.977,12.466,12.242,12.365,12.235,11.952,11.797,12.995,12.75,12.094,11.535,11.146,11.058,11.068,10.651,10.391,35.438,35.098,34.758,34.523,34.232,34.689,34.47,34.378,34.162,13.324,13.22,12.55,12.011,11.698,11.72,11.655,11.308,11.101,0.313,,,,0.489,,,,315.0,360.0,298.0,266.0,264.0,268.0,,,,,,,,,,,,,,9.802,,,,,,,,,7.191,,,,,,,55.167,55.583,56.018,56.355,56.744,56.315,56.576,56.718,56.988,,,,,,,170.0
Senegal,Western Africa,Africa,3.151,3.235,4.35,3.276,1.809,-1.291,3.873,1.295,2.117,4.003,3.92,3.842,3.763,3.69,3.612,3.527,3.463,3.387,6.408,4.257,4.375,3.545,2.754,3.292,3.2,2.521,2.486,7.325,4.763,3.611,3.308,3.048,3.685,3.85,3.381,3.34,6.757,4.455,4.078,,2.863,,,2.837,,0.844,1.697,2.083,1.955,1.82,1.658,1.527,1.331,1.299,33.935,36.92,31.314,25.588,26.068,26.178,25.614,24.943,24.583,26.94,30.283,23.082,16.774,17.724,17.768,17.591,16.79,16.523,65.743,70.609,68.292,65.997,63.857,65.516,66.486,68.266,68.275,31.292,34.332,28.097,22.245,22.99,23.087,22.662,21.964,21.638,0.207,0.078,0.07,,0.09,0.084,0.101,0.126,4282.0,6965.0,7520.0,8465.0,8340.0,8833.0,12657.0,12455.0,17.827,16.552,16.07,,17.057,,,8.414,,8.4,6.222,5.321,,3.339,,,4.006,,11.197,9.597,10.647,,5.929,,,6.398,,33.413,27.694,29.624,32.048,34.323,32.826,31.988,30.403,30.426,,0.0,36.904,,,,123.0
Serbia,Southern Europe,Europe,1.815,3.516,2.91,5.223,5.314,-0.288,8.973,5.247,4.494,-0.309,-0.319,-0.296,-0.279,-0.238,-0.336,-0.581,-2.126,-0.2,16.789,14.577,12.826,11.945,9.834,8.681,9.139,8.062,7.941,18.739,16.083,14.258,13.681,11.062,9.404,10.668,8.875,8.648,17.66,15.257,13.477,12.733,10.395,9.011,9.843,8.439,8.268,3.774,3.355,3.315,3.587,3.363,3.086,3.18,3.253,3.241,21.788,20.534,19.04,17.738,17.492,16.573,20.36,19.663,19.519,16.391,16.237,14.994,13.703,13.344,12.154,19.022,19.271,18.739,26.385,28.068,27.258,24.67,24.337,23.904,24.184,24.036,23.814,19.409,18.612,17.218,15.926,15.612,14.564,19.75,19.482,19.16,2.904,2.783,2.783,2.801,,2.699,2.837,,7904.0,8263.0,8639.0,8667.0,9008.0,9003.0,9478.0,11110.0,15.322,13.882,12.248,10.821,8.345,7.936,8.016,5.748,6.389,15.113,12.431,11.082,12.27,10.579,8.689,10.258,9.314,8.862,19.419,16.687,14.736,13.709,11.234,9.576,10.522,9.398,8.883,69.841,68.577,69.427,71.742,72.3,73.011,72.636,72.711,72.945,,,420.258,430.949,410.844,412.033,44.0
Seychelles,Eastern Africa,Africa,6.512,10.628,5.653,3.943,4.582,-12.49,-0.254,-4.8,3.252,3.011,2.113,1.991,1.715,1.64,1.599,1.543,,0.635,,,,,,,,,,,,,,,,,,,4.151,3.965,3.715,3.528,2.966,4.311,,,2.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,2.328,2.107,,,3.819,188.0,187.0,195.0,174.0,176.0,146.0,132.0,133.0,3.655,3.242,3.22,2.539,1.976,4.416,,,1.399,3.439,1.148,2.299,,,,,,2.917,4.768,5.143,4.385,4.748,4.284,4.569,,,3.233,,,,,,,,,,,,,,,,100.0
Sierra Leona,Western Africa,Africa,-22.313,3.872,1.308,1.072,3.082,-3.507,3.515,2.995,3.415,3.295,3.327,3.371,3.349,3.336,3.336,3.315,3.279,3.26,5.559,5.305,4.865,4.175,4.195,4.657,4.699,4.148,4.118,3.641,3.25,2.749,2.136,2.146,2.283,2.343,2.135,2.121,,,,3.193,,,,,,2.643,2.643,2.641,2.629,2.618,2.605,2.602,2.593,2.582,58.494,54.137,50.057,46.865,45.279,45.252,44.735,44.247,43.78,54.596,51.405,48.198,45.489,44.128,43.772,43.627,42.74,42.248,86.577,86.604,86.632,86.712,86.736,87.074,86.957,86.884,86.882,56.538,52.779,49.142,46.195,44.716,44.526,44.191,43.511,43.032,,,,0.072,0.032,0.07,,0.043,986.0,1082.0,1233.0,1980.0,,,,,,,,4.867,,,,,,,,,4.096,,,,,,,,,5.325,,,,,,10.78,10.753,10.727,10.659,10.646,10.32,10.442,10.523,10.536,,,,,,,163.0
Singapur,South-Eastern Asia,Asia,1.762,2.253,4.42,3.032,0.192,-3.569,14.362,0.459,-3.718,1.186,1.297,0.089,0.47,1.144,-0.312,-4.17,3.309,4.858,3.655,3.783,4.029,3.444,2.931,3.885,4.349,3.407,3.244,3.976,4.484,4.431,3.836,3.322,4.383,5.01,3.83,3.708,3.79,4.08,4.2,,3.1,4.1,4.64,3.591,3.444,5.717,5.379,5.059,4.758,4.462,4.209,3.927,4.06,4.014,0.277,0.235,0.199,0.169,0.143,0.125,0.106,0.101,0.102,0.202,0.182,0.165,0.15,0.135,0.124,0.11,0.077,0.077,8.273,8.577,8.782,8.871,9.23,9.518,9.714,9.192,9.304,0.246,0.213,0.185,0.16,0.14,0.124,0.108,0.091,0.091,2.205,2.27,2.322,2.368,2.434,2.508,2.596,,34076.0,35020.0,37172.0,43050.0,43762.0,42402.0,45351.0,46617.0,3.72,,4.12,,,4.85,4.527,3.384,3.447,3.49,,3.53,,,5.44,5.49,4.186,3.732,4.08,,4.63,,,5.98,4.57,4.448,3.719,86.01,86.044,86.159,86.371,86.308,86.273,86.359,86.749,86.681,,0.503,449.981,422.282,377.368,,2.0
Somalia,Eastern Africa,Africa,6.722,2.993,10.368,-1.485,-0.886,-6.375,-0.257,-0.334,1.056,4.762,5.161,5.185,4.827,4.963,5.076,4.928,4.286,4.331,16.12,16.099,16.045,16.228,16.302,16.918,17.122,16.49,16.395,24.118,24.088,24.01,24.271,24.376,24.894,25.23,24.701,24.564,,,,,18.828,,,,,6.271,6.269,6.26,6.246,6.228,6.222,6.221,6.203,6.182,27.233,26.781,26.092,25.9,25.665,25.831,25.698,25.256,25.065,35.172,33.748,32.033,30.984,29.855,29.57,29.677,28.794,28.239,46.802,46.445,46.045,45.758,45.544,45.778,45.347,45.14,45.167,29.525,28.796,27.816,27.379,26.886,26.921,26.858,26.282,25.985,,,,,,,,,,1500.0,1300.0,800.0,900.0,800.0,2450.0,2700.0,,,,,18.958,,,,,,,,,19.871,,,,,,,,,14.701,,,,,46.927,47.286,47.695,47.996,48.227,48.0,48.432,48.657,48.652,,,,,,,190.0
Sri Lanka,Southern Asia,Asia,3.252,3.87,5.294,1.243,-0.829,-5.129,3.093,-7.451,-1.66,1.128,1.434,1.5,1.548,1.2,1.217,1.858,0.989,0.316,2.986,2.889,2.824,2.986,3.294,3.955,3.649,3.661,4.307,7.445,6.836,6.321,6.966,7.331,8.251,7.698,6.268,9.396,4.519,4.243,4.046,4.318,4.67,5.365,4.981,4.528,,3.103,2.733,3.015,2.76,2.557,2.535,2.746,2.904,2.918,26.833,25.445,24.381,24.085,24.896,26.209,26.384,26.492,26.309,32.322,30.409,29.345,28.428,26.198,29.086,29.175,26.494,26.156,40.75,39.444,39.311,39.437,39.523,40.012,39.996,39.063,38.889,28.662,27.101,26.074,25.498,25.327,27.124,27.276,26.493,26.26,0.845,0.876,0.911,0.988,1.137,1.212,1.192,,7583.0,8060.0,9474.0,10510.0,,,18105.0,17447.0,5.988,6.216,7.098,8.525,7.789,7.652,3.865,5.366,,3.131,3.058,2.577,2.774,3.107,3.656,3.145,3.112,,7.828,7.058,6.74,6.901,7.293,8.427,8.749,7.123,,56.147,57.823,57.675,57.803,57.92,57.453,57.257,58.034,58.194,,,74.708,,,,99.0
Sudáfrica,Southern Africa,Africa,-0.694,-0.278,0.499,-0.137,-1.38,-7.679,3.351,0.481,-0.63,2.809,1.729,1.43,2.446,2.402,2.364,2.27,2.131,2.034,23.151,24.486,25.145,25.089,26.738,27.697,32.06,31.457,29.946,27.468,28.925,29.191,28.992,30.448,30.971,36.263,35.357,34.531,25.149,26.537,27.035,26.906,28.468,29.217,34.007,33.268,32.098,5.159,5.53,5.548,5.248,5.67,6.04,5.931,5.678,5.405,14.931,15.807,16.071,14.946,15.541,20.26,20.367,18.777,17.988,16.06,16.279,17.592,16.514,17.381,22.816,22.403,19.85,19.767,9.429,9.585,9.921,10.324,10.668,10.682,11.044,11.261,10.909,15.438,16.018,16.761,15.655,16.375,21.417,21.278,19.26,18.793,,0.765,0.788,0.759,0.799,,0.809,,357851.0,375547.0,397940.0,401054.0,417453.0,490487.0,472324.0,434024.0,8.88,10.728,12.858,12.028,13.585,14.661,17.641,16.546,15.144,31.455,32.708,33.288,32.652,34.917,35.479,40.303,39.911,38.607,25.839,27.247,27.84,28.483,29.657,30.202,35.779,34.626,34.524,85.412,84.884,84.531,84.428,83.661,83.278,83.026,83.061,83.687,,,138.812,134.556,129.509,,84.0
Sudán,Northern Africa,Africa,-1.148,0.369,-2.72,-6.017,-5.008,-6.186,-4.477,-3.598,-21.164,3.654,3.708,4.191,4.277,3.78,3.592,3.654,3.717,2.394,10.35,9.917,9.54,9.163,8.796,9.235,8.706,5.941,,25.302,24.121,23.068,22.013,20.978,21.434,19.802,14.01,,,,,,,,,7.53,,8.343,8.335,8.052,8.134,7.703,7.293,7.045,6.856,,39.357,38.298,37.974,37.708,37.89,38.342,38.364,37.787,,54.913,54.705,53.568,53.041,51.4,50.683,50.514,48.647,,45.748,44.705,44.192,43.17,42.305,41.826,40.949,39.665,,42.984,42.04,41.451,41.039,40.729,40.8,40.672,39.775,,0.415,,0.263,,,,,,,,,,,,,,,,,,,,,22.381,,,,,,,,,9.672,,,,,,,,,11.608,,45.91,46.959,47.756,48.696,49.992,50.881,52.005,53.479,,,,,,,,171.0
Sudán del Sur,Eastern Africa,Africa,-9.769,,,,,,,,,0.065,-1.265,-4.094,0.045,4.362,4.101,3.099,3.025,5.768,11.309,11.749,11.899,11.746,11.511,13.151,12.853,11.343,11.281,13.664,14.164,14.333,14.16,13.893,15.477,15.19,13.742,13.671,,,,,,,,,,1.142,1.015,0.948,0.887,0.815,0.692,0.732,0.745,0.725,46.793,47.504,47.567,47.317,46.596,46.902,46.564,46.27,46.115,71.753,72.31,72.884,73.28,73.392,73.33,73.47,72.94,72.712,78.27,77.328,75.904,74.249,72.609,73.031,72.569,72.312,71.415,59.097,59.718,59.994,60.105,59.896,60.0,59.915,59.452,59.248,,,,0.04,0.033,0.043,,,759.0,1765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.588,21.657,23.148,24.864,26.577,26.276,26.699,26.943,27.861,,,,,,,185.0
Suecia,Northern Europe,Europe,3.312,1.072,0.462,0.726,1.515,-2.711,5.303,0.771,-0.781,1.412,1.601,1.685,1.488,1.33,1.029,0.897,0.968,0.75,7.561,7.356,6.969,6.482,6.722,8.296,8.425,6.931,7.382,7.291,6.585,6.441,6.236,6.957,8.285,9.054,7.908,7.866,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392,7.611,3.305,3.217,3.181,3.159,3.189,3.16,3.339,3.314,3.366,2.961,2.693,2.572,2.542,2.58,2.588,2.828,2.785,2.608,1.023,1.001,1.015,0.838,0.699,0.763,1.01,0.814,0.834,6.955,6.775,6.679,6.559,6.661,6.764,7.161,7.19,7.288,2.036,1.886,1.831,1.731,1.689,1.728,1.973,1.861,1.77,4.153,4.22,4.269,4.327,4.291,4.313,,,45568.0,49751.0,48543.0,45590.0,46377.0,57682.0,62778.0,60215.0,4.264,4.035,4.059,3.699,3.72,4.732,4.307,3.375,3.91,18.863,18.841,18.528,18.709,20.588,24.612,27.585,24.684,24.172,6.223,5.66,5.118,4.622,5.013,6.32,6.668,5.659,5.916,89.741,90.008,90.14,90.281,90.15,90.076,89.5,89.496,89.346,,,,,,,10.0
Suiza,Western Europe,Europe,0.494,0.96,0.421,2.106,0.423,-2.854,4.588,1.721,-0.542,1.168,1.121,0.963,0.785,0.784,0.82,0.875,0.96,1.405,4.704,4.841,4.57,4.367,4.114,4.656,4.816,3.894,3.832,4.912,5.006,5.058,5.109,4.712,5.0,5.237,4.382,4.283,4.801,4.918,4.797,4.713,4.394,4.817,5.013,4.122,4.043,4.706,4.842,4.847,4.743,4.789,4.983,6.029,6.621,4.954,3.91,3.718,3.601,3.415,3.102,3.001,2.947,2.874,2.389,2.785,2.758,2.595,2.544,1.893,1.933,1.718,1.653,1.354,10.269,10.164,10.156,9.993,9.539,9.306,9.611,9.73,11.652,3.387,3.271,3.135,3.011,2.538,2.503,2.373,2.305,1.906,4.197,4.251,4.298,4.339,4.35,4.389,4.443,,24244.0,24135.0,25790.0,25637.0,26347.0,,,,3.68,3.251,3.798,3.499,3.229,3.509,3.334,3.01,3.07,8.697,9.503,8.195,7.841,7.939,8.266,9.348,7.916,7.64,4.37,4.788,4.6,4.753,4.416,5.015,5.106,3.879,3.75,85.025,84.994,84.997,85.263,85.672,85.711,84.36,83.649,83.394,,,2935.196,,2619.742,,36.0
Suriname,South America,South America,-4.452,-5.903,0.547,3.933,0.123,-16.874,-3.316,1.541,1.607,1.031,1.024,1.01,1.001,1.091,1.157,1.013,0.982,1.071,4.396,5.722,5.692,5.526,5.417,6.41,6.26,5.844,5.431,11.493,11.192,11.138,10.847,10.655,12.168,11.695,11.453,10.733,7.22,7.917,,,,,,,,3.578,3.911,3.824,3.735,3.62,3.425,3.259,3.132,3.045,8.489,8.961,8.996,8.784,8.778,8.904,8.787,8.562,8.489,5.213,5.656,5.732,5.711,5.938,5.953,6.001,5.732,5.669,18.922,19.304,19.51,19.618,19.64,20.031,19.854,19.816,20.024,7.246,7.682,7.727,7.575,7.657,7.745,7.683,7.435,7.359,1.017,1.099,1.15,0.795,,,1.478,,412.0,523.0,860.0,890.0,946.0,892.0,,1147.0,,3.606,,,,,,,,,9.141,,,,,,,,,5.377,,,,,,,,77.499,76.786,76.666,76.646,76.74,76.545,76.887,77.052,76.931,,,,,,,162.0
Tailandia,South-Eastern Asia,Asia,2.66,2.969,3.738,3.908,1.906,-6.206,1.447,2.451,1.934,2.048,2.02,1.963,1.814,1.681,1.612,1.535,1.393,1.304,0.589,0.666,0.818,0.784,0.703,1.109,1.186,0.841,0.67,0.606,0.714,0.845,0.743,0.732,1.087,1.249,1.057,0.808,0.597,0.688,0.83,0.766,0.716,1.099,1.215,0.94,0.733,2.845,2.825,2.7,2.684,2.541,2.43,2.332,2.307,2.38,34.396,33.528,34.012,34.67,34.131,34.248,34.827,33.314,33.059,29.841,28.447,28.519,29.206,28.306,27.965,28.407,27.0,26.622,48.732,48.114,47.897,48.782,47.742,48.093,50.366,49.73,49.72,32.334,31.229,31.53,32.198,31.491,31.389,31.897,30.423,30.11,0.455,0.435,0.788,0.786,0.897,0.928,,,60147.0,64292.0,74517.0,72109.0,71485.0,63340.0,72958.0,76488.0,1.357,1.544,1.746,1.579,1.488,2.181,2.527,2.116,1.712,0.462,0.554,0.649,0.614,0.548,0.886,0.947,0.561,0.462,0.878,0.948,1.227,1.093,0.998,1.387,1.503,1.153,0.816,48.423,49.062,49.403,48.534,49.717,49.477,47.303,47.963,47.9,,,240.692,319.771,296.938,,21.0
Tanzanía,Eastern Africa,Africa,2.77,3.304,3.271,2.209,2.71,-0.999,1.254,1.543,2.081,5.543,5.647,5.544,5.32,5.101,5.078,5.044,4.955,4.865,1.56,1.581,1.602,1.637,1.679,1.908,1.933,1.707,1.702,2.781,2.907,3.035,3.183,3.347,3.713,3.74,3.506,3.498,,,,,,2.781,,,,2.473,2.303,2.146,1.992,1.849,1.7,1.681,1.658,1.64,65.124,64.797,64.514,64.309,64.078,64.419,64.506,64.219,64.046,70.261,69.615,68.924,68.3,67.587,67.288,67.664,67.004,66.778,83.97,83.976,83.921,83.935,83.914,84.341,84.062,83.912,83.878,67.626,67.139,66.655,66.245,65.781,65.794,66.042,65.571,65.371,,,,0.05,,,,0.133,8890.0,8326.0,6504.0,5276.0,,,,,,,,,,4.044,,,,,,,,,0.574,,,,,,,,,0.278,,,,13.557,13.721,13.933,14.073,14.237,13.959,14.258,14.429,14.481,,,,,,,141.0
Tayikistán,Central Asia,Asia,3.342,4.226,4.503,5.041,4.891,2.051,7.012,5.716,6.136,2.884,2.94,2.941,2.969,3.007,2.994,3.004,3.006,2.965,12.185,12.21,12.192,12.135,12.113,13.259,13.125,12.356,12.263,10.416,10.437,10.422,10.374,10.357,10.885,11.136,10.539,10.462,,,,,,,,,,3.611,3.627,3.634,3.644,3.652,3.64,3.653,3.654,3.655,37.239,36.137,35.299,34.517,33.571,33.51,32.866,32.204,31.412,64.99,64.094,63.176,62.507,61.567,61.351,61.315,60.213,59.532,27.9,27.121,26.494,25.735,25.014,24.837,24.191,23.843,23.343,48.361,47.473,46.539,45.748,44.766,44.695,44.352,43.47,42.739,2.082,2.068,2.097,2.09,2.064,2.119,2.133,,1218.0,984.0,793.0,831.0,,,,,,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,68.489,69.252,69.872,70.621,71.334,71.523,72.156,72.503,73.003,,,,,,,106.0
Timor-Leste,South-Eastern Asia,Asia,0.505,1.066,-4.992,-2.359,21.827,29.232,3.483,-21.695,-19.005,3.164,3.119,3.092,3.123,3.139,3.11,2.99,2.597,2.273,4.2,3.334,3.073,2.767,2.301,2.154,1.851,1.523,1.507,3.053,6.24,5.654,4.986,4.046,3.532,2.93,1.554,1.538,3.678,4.657,,,,,2.344,1.537,,17.681,17.558,17.365,17.253,17.418,17.251,17.352,17.36,17.309,50.361,49.242,47.177,44.703,40.71,38.252,33.877,34.04,33.003,50.255,47.694,46.418,45.325,43.911,43.431,42.609,42.352,41.284,61.633,61.011,60.617,60.037,58.63,58.612,57.787,57.317,56.94,50.313,48.549,46.836,44.983,42.155,40.596,37.843,37.838,36.798,0.689,,0.751,0.726,0.776,0.767,,,2058.0,1932.0,1978.0,1574.0,1623.0,1190.0,1340.0,1911.0,6.407,6.14,,,,,2.011,2.343,,3.316,4.348,,,,,3.057,2.064,,6.874,7.01,,,,,2.426,3.091,,20.686,21.43,22.018,22.71,23.952,24.136,24.86,25.323,25.751,,,,,,,181.0
